"","X","price","years_old","manufacturer","condition","cylinders","fuel","odometer","title_status","transmission","drive","size","type","paint_color","mileage","manufacturer_luxury","manufacturer_normal","condition_excellent","condition_fair","condition_good","condition_like new","condition_new","condition_salvage","cylinders_3 cylinders","cylinders_4 cylinders","cylinders_5 cylinders","cylinders_6 cylinders","cylinders_8 cylinders","cylinders_10 cylinders","cylinders_12 cylinders","cylinders_other","fuel_diesel","fuel_electric","fuel_gas","fuel_hybrid","fuel_other","title_status_clean","title_status_lien","title_status_missing","title_status_parts only","title_status_rebuilt","title_status_salvage","transmission_automatic","transmission_manual","transmission_other","drive_4wd","drive_fwd","drive_rwd","size_compact","size_full-size","size_mid-size","size_sub-compact","type_bus","type_convertible","type_coupe","type_hatchback","type_mini-van","type_offroad","type_other","type_pickup","type_sedan","type_SUV","type_truck","type_van","type_wagon","paint_color_black","paint_color_blue","paint_color_brown","paint_color_custom","paint_color_green","paint_color_grey","paint_color_orange","paint_color_purple","paint_color_red","paint_color_silver","paint_color_white","paint_color_yellow","mileage_average","mileage_high","mileage_low","mileage_vh","log_price"
"2880",2879,3477,16,"normal","excellent","6 cylinders","gas",125000,"clean","automatic","rwd","full-size","SUV","green","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8.15392513200786
"2881",2880,5400,6,"normal","excellent","6 cylinders","gas",145000,"clean","automatic","fwd","mid-size","sedan","grey","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.59415423255237
"2882",2881,3522,13,"normal","excellent","6 cylinders","gas",145000,"clean","automatic","fwd","full-size","SUV","silver","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.16678428905615
"2883",2882,4520,17,"normal","excellent","8 cylinders","gas",120000,"clean","automatic","rwd","full-size","SUV","silver","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.41626727282628
"2884",2883,3588,12,"luxury","excellent","6 cylinders","gas",135000,"clean","automatic","fwd","full-size","sedan","white","very-high",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.18535022317869
"2885",2884,3677,9,"normal","excellent","4 cylinders","gas",128000,"clean","automatic","fwd","compact","sedan","grey","very-high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.20985248130127
"2886",2885,6500,9,"normal","like new","4 cylinders","hybrid",134741,"clean","automatic","fwd","full-size","hatchback","brown","very-high",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.77955745588373
"2887",2886,6488,18,"normal","excellent","8 cylinders","gas",140000,"clean","automatic","rwd","full-size","truck","white","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.77770959579525
"2888",2887,3299,22,"normal","excellent","6 cylinders","gas",117000,"clean","automatic","rwd","full-size","truck","green","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8.10137467122858
"2889",2888,3488,12,"normal","excellent","4 cylinders","gas",134000,"clean","automatic","fwd","compact","sedan","black","very-high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.15708378502887
"2890",2889,3288,12,"normal","excellent","6 cylinders","gas",118000,"clean","automatic","fwd","full-size","van","blue","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.09803475617607
"2891",2890,3955,13,"normal","excellent","6 cylinders","gas",127000,"clean","automatic","fwd","full-size","sedan","black","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.28273588020175
"2892",2891,3644,11,"normal","excellent","6 cylinders","gas",129000,"clean","automatic","4wd","full-size","SUV","blue","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.20083725837985
"2893",2892,3677,14,"luxury","excellent","6 cylinders","gas",127000,"clean","automatic","fwd","full-size","sedan","silver","very-high",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.20985248130127
"2894",2893,2450,14,"normal","good","6 cylinders","gas",185352,"clean","automatic","fwd","mid-size","SUV","blue","very-high",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.80384330353877
"2895",2894,3400,17,"normal","excellent","6 cylinders","gas",103000,"clean","automatic","rwd","full-size","SUV","silver","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.13153071060425
"2896",2895,3999,18,"normal","excellent","8 cylinders","gas",126000,"clean","automatic","rwd","full-size","SUV","blue","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.29379960884682
"2897",2896,3977,8,"normal","like new","4 cylinders","gas",150000,"clean","automatic","fwd","full-size","sedan","white","very-high",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.28828304520769
"2898",2897,4500,11,"normal","good","6 cylinders","gas",112500,"clean","automatic","fwd","full-size","van","blue","very-high",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.41183267575841
"2899",2898,3677,10,"normal","excellent","4 cylinders","gas",140000,"clean","automatic","fwd","mid-size","sedan","red","very-high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.20985248130127
"2900",2899,3700,10,"normal","excellent","4 cylinders","gas",138000,"clean","automatic","fwd","full-size","sedan","silver","very-high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.21608809863232
"2901",2900,4677,19,"normal","excellent","6 cylinders","gas",145000,"clean","automatic","4wd","full-size","truck","silver","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.45041215772589
"2902",2901,3977,18,"normal","excellent","8 cylinders","gas",180000,"clean","automatic","rwd","full-size","SUV","black","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.28828304520769
"2903",2902,3499,18,"normal","like new","6 cylinders","gas",120000,"clean","automatic","rwd","full-size","SUV","brown","very-high",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.16023249236769
"2904",2903,28500,4,"normal","excellent","8 cylinders","gas",42000,"lien","automatic","4wd","full-size","truck","red","high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10.2576593662567
"2905",2904,6500,18,"luxury","good","8 cylinders","gas",244000,"clean","automatic","rwd","full-size","truck","black","very-high",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.77955745588373
"2906",2905,3488,13,"normal","like new","6 cylinders","gas",140000,"clean","automatic","fwd","full-size","SUV","black","very-high",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.15708378502887
"2907",2906,4800,13,"normal","excellent","6 cylinders","gas",123783,"clean","automatic","fwd","full-size","mini-van","blue","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.47637119689598
"2908",2907,3488,15,"luxury","excellent","6 cylinders","gas",137000,"clean","automatic","rwd","mid-size","sedan","white","very-high",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.15708378502887
"2909",2908,3488,12,"normal","excellent","6 cylinders","gas",130000,"clean","automatic","fwd","mid-size","sedan","red","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.15708378502887
"2910",2909,3899,11,"normal","excellent","6 cylinders","gas",130000,"clean","automatic","fwd","full-size","SUV","blue","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.2684753889826
"2911",2910,10977,10,"normal","good","8 cylinders","gas",142402,"clean","automatic","rwd","full-size","van","white","very-high",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.30355745368732
"2912",2911,10977,10,"normal","good","8 cylinders","gas",142402,"clean","automatic","rwd","full-size","van","white","very-high",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.30355745368732
"2913",2912,1850,13,"normal","like new","8 cylinders","gas",166769,"clean","automatic","rwd","full-size","truck","brown","very-high",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.52294091807237
"2914",2913,1,5,"normal","excellent","4 cylinders","gas",70003,"clean","manual","rwd","compact","sedan","red","very-high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"2915",2914,1,3,"normal","excellent","6 cylinders","gas",42255,"clean","automatic","rwd","mid-size","coupe","red","high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2916",2915,1,5,"luxury","excellent","4 cylinders","gas",45289,"clean","automatic","rwd","compact","sedan","black","high",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2917",2916,1,2,"normal","excellent","6 cylinders","diesel",53172,"clean","automatic","4wd","full-size","truck","silver","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2918",2917,1,3,"normal","excellent","8 cylinders","gas",89177,"clean","automatic","rwd","full-size","truck","silver","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2919",2918,1,3,"normal","excellent","10 cylinders","gas",44048,"clean","other","4wd","full-size","SUV","custom","high",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2920",2919,1,2,"normal","excellent","10 cylinders","gas",32898,"clean","other","4wd","mid-size","coupe","purple","high",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"2921",2920,1,5,"normal","excellent","10 cylinders","gas",70225,"clean","other","4wd","mid-size","coupe","blue","very-high",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2922",2921,7390,6,"normal","like new","6 cylinders","gas",123655,"clean","automatic","fwd","full-size","van","black","very-high",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.90788301394225
"2923",2922,15500,3,"normal","like new","4 cylinders","hybrid",62055,"clean","automatic","fwd","full-size","hatchback","white","very-high",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.64859530290734
"2924",2923,8500,3,"normal","like new","4 cylinders","gas",62327,"clean","manual","fwd","full-size","sedan","silver","very-high",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9.04782144247841
"2925",2924,4300,18,"normal","excellent","4 cylinders","gas",152,"clean","automatic","fwd","full-size","SUV","red","low",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8.36637030168165
"2926",2925,17900,8,"normal","excellent","8 cylinders","gas",166000,"clean","automatic","rwd","full-size","truck","white","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.79255599182885
"2927",2926,6900,19,"normal","good","8 cylinders","gas",110000,"clean","automatic","rwd","full-size","truck","white","very-high",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.83927669058535
"2928",2927,13900,9,"normal","excellent","8 cylinders","gas",193000,"clean","automatic","4wd","full-size","truck","white","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.53964411911878
"2929",2928,13900,13,"normal","like new","8 cylinders","gas",96000,"clean","automatic","rwd","full-size","truck","white","very-high",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.53964411911878
"2930",2929,10900,8,"normal","like new","8 cylinders","gas",216001,"clean","automatic","rwd","full-size","truck","white","very-high",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.29651806821724
"2931",2930,17900,8,"normal","excellent","8 cylinders","gas",140486,"clean","automatic","rwd","full-size","SUV","white","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.79255599182885
"2932",2931,19900,8,"luxury","excellent","8 cylinders","gas",174914,"clean","automatic","rwd","full-size","SUV","black","very-high",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.89847501071258
"2933",2932,14900,6,"normal","excellent","8 cylinders","gas",111297,"clean","automatic","rwd","full-size","van","white","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.60911649193355
"2934",2933,12900,10,"normal","excellent","8 cylinders","gas",207333,"clean","automatic","4wd","full-size","pickup","red","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.46498259034976
"2935",2934,4900,18,"normal","excellent","8 cylinders","gas",204452,"clean","automatic","rwd","full-size","SUV","white","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.49699048409872
"2936",2935,1895,4,"normal","excellent","4 cylinders","gas",99000,"clean","automatic","fwd","mid-size","sedan","red","very-high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.54697411751653
"2937",2936,9995,8,"normal","good","4 cylinders","gas",83900,"rebuilt","automatic","fwd","mid-size","sedan","white","very-high",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.2098402469345
"2938",2937,0,9,"normal","good","6 cylinders","gas",141000,"clean","automatic","fwd","mid-size","sedan","grey","very-high",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-Inf
"2939",2938,13900,15,"normal","good","8 cylinders","diesel",191793,"clean","automatic","4wd","full-size","pickup","white","very-high",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.53964411911878
"2940",2939,4550,6,"normal","excellent","4 cylinders","gas",136,"clean","automatic","fwd","full-size","sedan","silver","low",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8.422882511945
"2941",2940,4389,13,"normal","excellent","6 cylinders","gas",170289,"clean","automatic","rwd","full-size","SUV","grey","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.38685668968823
"2942",2941,3200,15,"luxury","good","8 cylinders","gas",121744,"clean","automatic","fwd","full-size","sedan","white","very-high",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.07090608878782
"2943",2942,5300,8,"normal","good","5 cylinders","gas",120000,"clean","automatic","fwd","mid-size","sedan","black","very-high",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.57546209954021
"2944",2943,4500,14,"normal","good","8 cylinders","gas",285000,"clean","automatic","rwd","full-size","truck","white","very-high",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.41183267575841
"2945",2944,7950,14,"normal","good","8 cylinders","diesel",173100,"clean","automatic","rwd","full-size","truck","blue","very-high",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.98092720764838
"2946",2945,12495,9,"luxury","like new","4 cylinders","gas",96500,"clean","automatic","4wd","full-size","SUV","blue","very-high",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.43308384326905
"2947",2946,4900,6,"normal","excellent","4 cylinders","gas",93382,"clean","automatic","fwd","mid-size","sedan","black","very-high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.49699048409872
