"","X","price","years_old","manufacturer","condition","cylinders","fuel","odometer","title_status","transmission","drive","size","type","paint_color","mileage","manufacturer_luxury","manufacturer_normal","condition_excellent","condition_fair","condition_good","condition_like new","condition_new","condition_salvage","cylinders_3 cylinders","cylinders_4 cylinders","cylinders_5 cylinders","cylinders_6 cylinders","cylinders_8 cylinders","cylinders_10 cylinders","cylinders_12 cylinders","cylinders_other","fuel_diesel","fuel_electric","fuel_gas","fuel_hybrid","fuel_other","title_status_clean","title_status_lien","title_status_missing","title_status_parts only","title_status_rebuilt","title_status_salvage","transmission_automatic","transmission_manual","transmission_other","drive_4wd","drive_fwd","drive_rwd","size_compact","size_full-size","size_mid-size","size_sub-compact","type_bus","type_convertible","type_coupe","type_hatchback","type_mini-van","type_offroad","type_other","type_pickup","type_sedan","type_SUV","type_truck","type_van","type_wagon","paint_color_black","paint_color_blue","paint_color_brown","paint_color_custom","paint_color_green","paint_color_grey","paint_color_orange","paint_color_purple","paint_color_red","paint_color_silver","paint_color_white","paint_color_yellow","mileage_average","mileage_high","mileage_low","mileage_vh","log_price"
"2813",2812,21990,3,"luxury","excellent","4 cylinders","gas",78351,"clean","automatic","fwd","mid-size","SUV","white","very-high",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.99834308354881
"2814",2813,19990,6,"luxury","excellent","6 cylinders","gas",63452,"clean","automatic","rwd","full-size","SUV","white","very-high",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.90298742749445
"2815",2814,13450,7,"normal","excellent","8 cylinders","gas",140000,"clean","automatic","4wd","full-size","pickup","black","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.50673438502998
"2816",2815,12990,3,"normal","excellent","4 cylinders","gas",70000,"clean","automatic","fwd","compact","sedan","red","very-high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.47193510966465
"2817",2816,4199,16,"luxury","excellent","6 cylinders","gas",137000,"clean","automatic","rwd","mid-size","sedan","black","very-high",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.34260168068419
"2818",2817,12999,6,"normal","excellent","4 cylinders","gas",48575,"clean","automatic","fwd","mid-size","sedan","blue","high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.47262771040802
"2819",2818,3999,13,"normal","excellent","4 cylinders","gas",65975,"clean","automatic","fwd","compact","sedan","grey","very-high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.29379960884682
"2820",2819,7900,22,"normal","excellent","6 cylinders","gas",150000,"clean","automatic","4wd","mid-size","SUV","black","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.97461803845511
"2821",2820,11990,8,"normal","excellent","8 cylinders","gas",141306,"clean","automatic","rwd","full-size","SUV","black","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.39182824802156
"2822",2821,26499,9,"normal","good","8 cylinders","gas",32000,"clean","automatic","4wd","full-size","SUV","black","high",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.1848622754132
"2823",2822,5400,12,"normal","excellent","6 cylinders","gas",154000,"clean","automatic","fwd","mid-size","sedan","grey","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.59415423255237
"2824",2823,10899,8,"normal","excellent","8 cylinders","gas",118444,"clean","automatic","rwd","full-size","sedan","black","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.29642632088931
"2825",2824,5500,18,"normal","excellent","6 cylinders","gas",67000,"clean","automatic","fwd","full-size","convertible","silver","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.61250337122056
"2826",2825,13500,7,"normal","excellent","8 cylinders","gas",219000,"clean","automatic","fwd","full-size","van","white","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.51044496442652
"2827",2826,0,9,"normal","excellent","8 cylinders","gas",162986,"clean","automatic","rwd","full-size","truck","white","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-Inf
"2828",2827,2800,14,"normal","good","8 cylinders","gas",2e+05,"clean","automatic","rwd","full-size","SUV","brown","very-high",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.9373746961633
"2829",2828,7990,13,"normal","good","8 cylinders","gas",200137,"clean","automatic","4wd","full-size","truck","brown","very-high",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.98594603876032
"2830",2829,6990,10,"normal","good","6 cylinders","gas",157501,"clean","automatic","fwd","mid-size","coupe","grey","very-high",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.85223583522786
"2831",2830,3000,15,"normal","excellent","6 cylinders","gas",115019,"clean","automatic","fwd","mid-size","wagon","green","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8.00636756765025
"2832",2831,23500,4,"normal","good","4 cylinders","hybrid",31903,"clean","automatic","4wd","full-size","SUV","silver","high",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10.0647557001323
"2833",2832,16999,5,"luxury","excellent","4 cylinders","gas",62391,"clean","automatic","fwd","mid-size","sedan","black","very-high",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.74090979777877
"2834",2833,3400,16,"luxury","good","8 cylinders","gas",210761,"clean","automatic","rwd","full-size","SUV","white","very-high",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.13153071060425
"2835",2834,2200,22,"normal","good","4 cylinders","gas",160000,"clean","manual","rwd","mid-size","truck","green","very-high",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.69621263934641
"2836",2835,15990,7,"luxury","excellent","6 cylinders","gas",104322,"clean","automatic","fwd","full-size","sedan","red","very-high",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.679718805828
"2837",2836,18984,11,"normal","excellent","8 cylinders","diesel",220276,"clean","automatic","4wd","full-size","truck","white","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.8513517981156
"2838",2837,8500,54,"normal","good","6 cylinders","gas",83305,"clean","automatic","rwd","mid-size","coupe","red","very-high",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.04782144247841
"2839",2838,0,16,"normal","excellent","6 cylinders","gas",173737,"clean","automatic","rwd","mid-size","pickup","red","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-Inf
"2840",2839,2200,22,"normal","good","4 cylinders","gas",160000,"clean","manual","rwd","mid-size","truck","green","very-high",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.69621263934641
"2841",2840,3495,17,"normal","good","6 cylinders","gas",199212,"clean","automatic","rwd","full-size","truck","custom","very-high",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8.15908865466791
"2842",2841,37900,8,"normal","like new","8 cylinders","gas",36663,"clean","automatic","rwd","mid-size","coupe","grey","high",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10.5427063910705
"2843",2842,12999,4,"normal","excellent","4 cylinders","gas",36283,"clean","automatic","fwd","mid-size","sedan","silver","high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9.47262771040802
"2844",2843,13999,6,"normal","excellent","4 cylinders","gas",47974,"clean","automatic","fwd","full-size","sedan","blue","high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.54674117747482
"2845",2844,9899,9,"normal","excellent","4 cylinders","gas",94169,"clean","automatic","fwd","mid-size","SUV","blue","very-high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.20018902091981
"2846",2845,11999,7,"normal","excellent","4 cylinders","gas",52755,"clean","automatic","fwd","full-size","mini-van","grey","very-high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.39257859196439
"2847",2846,1800,26,"normal","good","8 cylinders","gas",193000,"clean","automatic","4wd","full-size","pickup","silver","very-high",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7.49554194388426
"2848",2847,1400,18,"normal","good","6 cylinders","gas",231000,"clean","automatic","fwd","full-size","sedan","custom","very-high",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7.24422751560335
"2849",2848,9995,6,"normal","excellent","6 cylinders","gas",91820,"clean","automatic","rwd","full-size","mini-van","white","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.2098402469345
"2850",2849,15900,2,"normal","like new","4 cylinders","gas",33135,"clean","automatic","fwd","compact","wagon","green","high",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9.67407438820832
"2851",2850,17900,6,"luxury","excellent","4 cylinders","gas",70292,"clean","automatic","fwd","mid-size","sedan","silver","very-high",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9.79255599182885
"2852",2851,0,14,"normal","excellent","8 cylinders","gas",208943,"clean","automatic","rwd","full-size","pickup","grey","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-Inf
"2853",2852,16999,13,"normal","good","6 cylinders","gas",73000,"clean","automatic","rwd","full-size","truck","silver","very-high",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9.74090979777877
"2854",2853,16999,4,"normal","excellent","6 cylinders","gas",72490,"clean","automatic","rwd","full-size","truck","red","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.74090979777877
"2855",2854,30999,1,"normal","excellent","6 cylinders","gas",42397,"clean","automatic","rwd","full-size","truck","custom","high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10.3417102248825
"2856",2855,17800,8,"normal","excellent","8 cylinders","diesel",266538,"clean","automatic","4wd","full-size","truck","white","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.78695373628018
"2857",2856,25999,3,"normal","excellent","8 cylinders","gas",71426,"clean","automatic","rwd","full-size","SUV","black","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.1658133547255
"2858",2857,33900,5,"normal","excellent","8 cylinders","gas",94990,"clean","automatic","4wd","full-size","truck","white","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10.4311702933685
"2859",2858,7950,9,"normal","like new","6 cylinders","gas",131703,"clean","automatic","fwd","full-size","SUV","grey","very-high",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.98092720764838
"2860",2859,10950,3,"normal","like new","4 cylinders","gas",102820,"clean","automatic","fwd","full-size","sedan","red","very-high",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.30109473524465
"2861",2860,3995,14,"luxury","excellent","8 cylinders","gas",144000,"clean","automatic","fwd","full-size","sedan","red","very-high",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.29279885820037
"2862",2861,9498,5,"normal","like new","4 cylinders","gas",68558,"clean","automatic","fwd","full-size","sedan","red","very-high",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.15883652910907
"2863",2862,24900,8,"normal","excellent","8 cylinders","gas",99095,"clean","automatic","rwd","full-size","pickup","grey","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.1226230824528
"2864",2863,8498,14,"normal","like new","4 cylinders","gas",88036,"clean","manual","rwd","full-size","pickup","red","very-high",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.04758612067476
"2865",2864,19395,9,"normal","like new","6 cylinders","gas",126370,"clean","automatic","4wd","full-size","pickup","white","very-high",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.87277057987407
"2866",2865,12950,3,"normal","like new","4 cylinders","hybrid",116505,"clean","automatic","fwd","full-size","hatchback","blue","very-high",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.46885106712768
"2867",2866,8500,8,"normal","like new","6 cylinders","gas",130154,"clean","automatic","fwd","full-size","SUV","black","very-high",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.04782144247841
"2868",2867,11998,13,"normal","like new","6 cylinders","gas",175532,"clean","manual","rwd","full-size","SUV","black","very-high",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.39249524821304
"2869",2868,21795,1,"normal","like new","6 cylinders","gas",18613,"clean","automatic","rwd","full-size","pickup","grey","high",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9.98943586467249
"2870",2869,22999,7,"luxury","excellent","6 cylinders","gas",33395,"clean","automatic","fwd","mid-size","SUV","brown","high",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10.0432060157052
"2871",2870,7995,13,"luxury","like new","6 cylinders","gas",125535,"clean","automatic","rwd","compact","convertible","silver","very-high",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.98657162526805
"2872",2871,7500,15,"normal","like new","5 cylinders","gas",182690,"clean","automatic","rwd","full-size","pickup","silver","very-high",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.9226582995244
"2873",2872,6995,15,"normal","excellent","6 cylinders","gas",71119,"clean","automatic","fwd","mid-size","sedan","silver","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.85295088709958
"2874",2873,8950,9,"luxury","like new","6 cylinders","gas",88734,"clean","manual","rwd","full-size","convertible","black","very-high",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0994088112689
"2875",2874,14500,5,"normal","like new","6 cylinders","gas",91282,"clean","automatic","fwd","full-size","SUV","black","very-high",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.58190392840867
"2876",2875,6250,7,"normal","like new","4 cylinders","hybrid",152592,"clean","automatic","fwd","full-size","hatchback","grey","very-high",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.74033674273045
"2877",2876,7999,17,"normal","excellent","8 cylinders","gas",70000,"clean","automatic","rwd","full-size","sedan","silver","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.98707181284882
"2878",2877,84999,5,"luxury","like new","12 cylinders","gas",35000,"clean","automatic","rwd","full-size","sedan","grey","high",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11.3503947706974
"2879",2878,5500,5,"normal","like new","4 cylinders","gas",67928,"clean","automatic","fwd","full-size","hatchback","white","very-high",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.61250337122056
