region,price,year,manufacturer,Domestic,condition,cylinders,fuel,odometer,transmission,drive,size,type,paint_color
lakeland,7500,2013,honda,0,excellent,4 cylinders,gas,53407,manual,fwd,compact,hatchback,red
lakeland,13990,2013,bmw,0,excellent,4 cylinders,gas,94476,automatic,rwd,compact,sedan,grey
lakeland,8990,2007,lincoln,1,excellent,8 cylinders,gas,181428,automatic,rwd,full-size,SUV,black
lakeland,9890,2017,hyundai,0,excellent,4 cylinders,gas,48453,automatic,fwd,compact,sedan,white
lakeland,79800,2020,cadillac,1,like new,8 cylinders,gas,3345,automatic,4wd,full-size,SUV,white
lakeland,2750,2007,mazda,0,good,4 cylinders,gas,179000,automatic,fwd,compact,sedan,blue
lakeland,3500,2010,nissan,0,good,4 cylinders,gas,60000,automatic,fwd,compact,sedan,silver
lakeland,2000,2003,chrysler,1,excellent,6 cylinders,gas,104000,automatic,fwd,mid-size,convertible,white
lakeland,5495,2005,infiniti,0,excellent,6 cylinders,gas,146768,automatic,rwd,mid-size,SUV,blue
lakeland,10990,2010,nissan,0,excellent,8 cylinders,gas,141050,automatic,rwd,full-size,SUV,black
lakeland,23495,2017,subaru,0,excellent,4 cylinders,gas,33934,automatic,rwd,mid-size,coupe,grey
lakeland,21999,2013,chevrolet,1,excellent,8 cylinders,gas,62014,automatic,rwd,full-size,truck,silver
lakeland,17995,2019,hyundai,0,excellent,4 cylinders,gas,25271,automatic,fwd,full-size,sedan,black
lakeland,14995,2019,hyundai,0,like new,4 cylinders,gas,8904,automatic,fwd,compact,sedan,silver
lakeland,14999,2007,mercedes-benz,0,good,8 cylinders,gas,79900,automatic,rwd,full-size,coupe,black
lakeland,26000,2019,mitsubishi,0,like new,4 cylinders,gas,19388,automatic,fwd,full-size,SUV,black
lakeland,1700,2002,gmc,1,good,6 cylinders,gas,200000,automatic,rwd,mid-size,SUV,custom
lakeland,11890,2014,acura,0,like new,6 cylinders,gas,113815,automatic,fwd,full-size,SUV,silver
lakeland,11958,2013,honda,0,like new,4 cylinders,gas,134405,automatic,fwd,full-size,SUV,grey
lakeland,16894,2017,hyundai,0,like new,4 cylinders,gas,35814,automatic,fwd,full-size,SUV,grey
lakeland,30548,2018,toyota,0,like new,4 cylinders,gas,28467,automatic,rwd,full-size,truck,silver
lakeland,22387,2016,honda,0,like new,6 cylinders,gas,58299,automatic,fwd,full-size,SUV,green
lakeland,21587,2016,honda,0,like new,6 cylinders,gas,46549,automatic,fwd,full-size,van,blue
lakeland,11890,2014,acura,0,like new,6 cylinders,gas,113815,automatic,fwd,full-size,SUV,silver
lakeland,11958,2013,honda,0,like new,4 cylinders,gas,134405,automatic,fwd,full-size,SUV,grey
lakeland,16894,2017,hyundai,0,like new,4 cylinders,gas,35814,automatic,fwd,full-size,SUV,grey
lakeland,30548,2018,toyota,0,like new,4 cylinders,gas,28467,automatic,rwd,full-size,truck,silver
lakeland,20990,2015,chevrolet,1,excellent,8 cylinders,gas,123080,automatic,rwd,full-size,pickup,white
lakeland,20990,2017,nissan,0,excellent,8 cylinders,gas,59939,automatic,rwd,full-size,pickup,white
lakeland,17990,2017,nissan,0,excellent,6 cylinders,gas,75064,automatic,fwd,full-size,SUV,blue
lakeland,33990,2016,chevrolet,1,excellent,8 cylinders,gas,107533,automatic,rwd,full-size,SUV,white
lakeland,15990,2014,bmw,0,excellent,4 cylinders,gas,58703,automatic,rwd,full-size,sedan,white
lakeland,5800,2001,gmc,1,excellent,8 cylinders,gas,148000,automatic,rwd,full-size,SUV,black
lakeland,22990,2016,mercedes-benz,0,excellent,4 cylinders,gas,58297,automatic,rwd,full-size,sedan,white
lakeland,29990,2017,mercedes-benz,0,excellent,4 cylinders,gas,33100,automatic,rwd,full-size,SUV,silver
lakeland,17990,2014,bmw,0,excellent,6 cylinders,gas,117862,automatic,4wd,full-size,SUV,black
lakeland,85,2012,dodge,1,good,6 cylinders,gas,144172,automatic,fwd,full-size,mini-van,black
lakeland,85,2006,ford,1,good,8 cylinders,gas,109777,automatic,rwd,full-size,coupe,red
lakeland,85,2015,toyota,0,good,4 cylinders,gas,146315,automatic,fwd,mid-size,sedan,grey
lakeland,85,2008,subaru,0,good,4 cylinders,gas,122712,automatic,fwd,mid-size,wagon,black
lakeland,85,2009,jeep,1,good,6 cylinders,gas,134182,automatic,rwd,mid-size,SUV,silver
lakeland,85,2011,hyundai,0,good,4 cylinders,gas,122888,automatic,fwd,full-size,SUV,black
lakeland,85,2008,ford,1,good,6 cylinders,gas,142596,automatic,fwd,full-size,SUV,black
lakeland,85,2016,nissan,0,good,4 cylinders,gas,94365,automatic,fwd,mid-size,hatchback,white
lakeland,16990,2015,chevrolet,1,excellent,6 cylinders,gas,69252,automatic,rwd,mid-size,coupe,grey
north central FL,4800,2006,ford,1,good,6 cylinders,gas,299552,automatic,4wd,full-size,pickup,white
north central FL,6500,2007,gmc,1,excellent,6 cylinders,gas,160000,manual,rwd,full-size,truck,silver
north central FL,15999,2013,ford,1,excellent,8 cylinders,gas,114000,automatic,rwd,full-size,truck,silver
north central FL,6500,1995,jeep,1,excellent,4 cylinders,gas,19000,manual,4wd,full-size,SUV,white
north central FL,5999,2005,lexus,0,like new,6 cylinders,gas,14000,automatic,4wd,mid-size,SUV,white
north central FL,14000,2007,chevrolet,1,excellent,8 cylinders,gas,147000,automatic,rwd,full-size,SUV,white
north central FL,3200,2005,ford,1,good,8 cylinders,gas,200000,automatic,rwd,full-size,pickup,white
ocala,22990,2016,ram,1,excellent,6 cylinders,diesel,95564,automatic,rwd,full-size,pickup,black
ocala,59990,2017,ford,1,excellent,8 cylinders,diesel,71012,automatic,4wd,full-size,pickup,grey
ocala,38000,2008,ford,1,like new,8 cylinders,gas,21000,manual,rwd,full-size,convertible,black
ocala,1600,2001,ford,1,good,6 cylinders,gas,160000,automatic,fwd,full-size,truck,white
ocala,9000,1986,mercedes-benz,0,excellent,6 cylinders,diesel,170000,automatic,rwd,full-size,sedan,blue
ocala,4800,2012,nissan,0,good,4 cylinders,gas,141000,automatic,fwd,mid-size,sedan,silver
ocala,14999,2012,lexus,0,like new,8 cylinders,gas,63000,automatic,fwd,full-size,sedan,silver
ocala,2500,2006,ford,1,excellent,4 cylinders,gas,128277,automatic,fwd,compact,hatchback,silver
ocala,12000,2010,chevrolet,1,excellent,8 cylinders,gas,78000,automatic,4wd,full-size,truck,white
ocala,20990,2017,nissan,0,excellent,6 cylinders,gas,36176,automatic,fwd,full-size,sedan,white
ocala,5000,2013,ford,1,good,8 cylinders,gas,113000,automatic,rwd,full-size,truck,silver
ocala,4500,2014,chevrolet,1,fair,4 cylinders,gas,119200,automatic,fwd,mid-size,sedan,red
ocala,12500,2008,ford,1,like new,8 cylinders,gas,184854,automatic,fwd,full-size,pickup,white
ocala,15900,2008,chevrolet,1,good,8 cylinders,gas,140000,automatic,4wd,full-size,truck,brown
ocala,11999,2014,hyundai,0,excellent,4 cylinders,gas,92142,automatic,fwd,full-size,sedan,blue
ocala,2000,2005,nissan,0,good,8 cylinders,gas,170000,automatic,rwd,full-size,truck,red
ocala,3400,2000,lexus,0,excellent,6 cylinders,gas,183088,automatic,4wd,full-size,SUV,black
ocala,5400,2007,bmw,0,excellent,6 cylinders,gas,165200,automatic,4wd,full-size,SUV,silver
ocala,3400,2003,nissan,0,excellent,6 cylinders,gas,156988,automatic,rwd,full-size,SUV,white
ocala,3500,1989,chevrolet,1,good,8 cylinders,gas,200000,automatic,rwd,full-size,pickup,blue
ocala,4900,2011,hyundai,0,excellent,4 cylinders,gas,162000,automatic,fwd,full-size,sedan,black
ocala,10999,2013,nissan,0,excellent,4 cylinders,gas,90522,automatic,fwd,mid-size,SUV,grey
ocala,29900,2015,dodge,1,excellent,6 cylinders,gas,48000,automatic,fwd,full-size,mini-van,red
ocala,4500,2007,buick,1,excellent,6 cylinders,gas,141000,automatic,fwd,mid-size,sedan,custom
ocala,25999,2019,dodge,1,excellent,6 cylinders,gas,15710,automatic,rwd,mid-size,coupe,purple
ocala,37999,2018,chevrolet,1,excellent,8 cylinders,gas,20316,automatic,rwd,mid-size,coupe,black
ocala,25999,2019,dodge,1,excellent,6 cylinders,gas,17560,automatic,rwd,mid-size,coupe,black
ocala,10999,2013,volkswagen,0,excellent,5 cylinders,gas,68957,automatic,fwd,full-size,sedan,silver
ocala,9500,2005,chevrolet,1,good,8 cylinders,diesel,234000,automatic,4wd,full-size,truck,green
ocala,6845,2006,buick,1,good,6 cylinders,gas,42900,automatic,fwd,mid-size,sedan,white
ocala,4200,2005,jeep,1,excellent,6 cylinders,gas,170000,automatic,4wd,mid-size,SUV,green
ocala,5500,2005,nissan,0,good,8 cylinders,gas,164000,automatic,rwd,full-size,SUV,grey
ocala,13999,2015,nissan,0,excellent,4 cylinders,gas,62927,automatic,fwd,full-size,SUV,red
ocala,15990,2015,toyota,0,excellent,4 cylinders,gas,86790,automatic,fwd,full-size,SUV,grey
ocala,23995,2013,ram,1,excellent,8 cylinders,gas,71433,automatic,4wd,full-size,truck,black
ocala,4300,2006,cadillac,1,good,6 cylinders,gas,131080,automatic,4wd,full-size,coupe,white
ocala,12999,2017,nissan,0,excellent,4 cylinders,gas,19656,automatic,fwd,compact,sedan,grey
ocala,14999,2016,kia,0,excellent,4 cylinders,gas,42124,automatic,fwd,full-size,SUV,red
ocala,14999,2016,hyundai,0,excellent,4 cylinders,gas,50327,automatic,fwd,full-size,SUV,silver
ocala,5999,1999,mercedes-benz,0,good,8 cylinders,gas,169674,automatic,rwd,mid-size,coupe,black
ocala,10999,2013,hyundai,0,excellent,4 cylinders,gas,46088,automatic,fwd,mid-size,sedan,black
ocala,17999,2017,hyundai,0,excellent,6 cylinders,gas,51810,automatic,fwd,full-size,SUV,black
ocala,12999,2019,nissan,0,excellent,4 cylinders,gas,30304,automatic,fwd,compact,sedan,black
ocala,22999,2012,rover,0,excellent,4 cylinders,gas,69575,automatic,4wd,mid-size,SUV,white
ocala,22990,2016,mercedes-benz,0,excellent,4 cylinders,gas,58297,automatic,rwd,full-size,sedan,white
ocala,29990,2017,mercedes-benz,0,excellent,4 cylinders,gas,33100,automatic,rwd,full-size,SUV,silver
ocala,17999,2016,volkswagen,0,excellent,4 cylinders,gas,62877,automatic,fwd,mid-size,sedan,white
okaloosa / walton,16990,2018,jeep,1,like new,4 cylinders,gas,35812,automatic,4wd,compact,SUV,black
okaloosa / walton,12895,2015,toyota,0,excellent,4 cylinders,gas,110000,automatic,fwd,compact,hatchback,white
okaloosa / walton,10995,2013,chevrolet,1,excellent,4 cylinders,gas,60756,automatic,fwd,full-size,SUV,black
okaloosa / walton,10995,2013,gmc,1,excellent,4 cylinders,gas,83566,automatic,fwd,mid-size,SUV,black
okaloosa / walton,6995,2011,chevrolet,1,excellent,4 cylinders,gas,116538,automatic,fwd,compact,sedan,black
okaloosa / walton,2000,2008,chevrolet,1,fair,6 cylinders,gas,151538,automatic,fwd,full-size,sedan,blue
okaloosa / walton,14500,2011,mercedes-benz,0,excellent,6 cylinders,gas,88350,automatic,rwd,mid-size,sedan,grey
okaloosa / walton,15995,2011,chevrolet,1,good,8 cylinders,gas,38539,automatic,rwd,full-size,van,white
okaloosa / walton,10995,2013,ford,1,good,6 cylinders,gas,112660,automatic,fwd,full-size,SUV,silver
okaloosa / walton,18995,2012,dodge,1,good,6 cylinders,gas,114733,automatic,fwd,full-size,van,grey
okaloosa / walton,6995,2005,toyota,0,good,8 cylinders,gas,307053,automatic,rwd,full-size,SUV,custom
okaloosa / walton,23995,2019,ford,1,good,4 cylinders,gas,32448,automatic,fwd,full-size,van,grey
okaloosa / walton,11900,2005,jaguar,0,excellent,6 cylinders,gas,29700,automatic,fwd,full-size,sedan,blue
okaloosa / walton,6995,2005,chrysler,1,excellent,8 cylinders,gas,84692,automatic,rwd,full-size,sedan,silver
okaloosa / walton,8900,2006,lincoln,1,excellent,8 cylinders,gas,36950,automatic,rwd,full-size,sedan,black
okaloosa / walton,3900,2007,chevrolet,1,good,6 cylinders,gas,140000,automatic,fwd,full-size,sedan,grey
okaloosa / walton,17500,2013,chevrolet,1,like new,6 cylinders,gas,52985,automatic,fwd,full-size,other,silver
okaloosa / walton,25995,2014,ford,1,good,8 cylinders,gas,181898,automatic,4wd,full-size,truck,white
okaloosa / walton,16495,2012,mercedes-benz,0,good,6 cylinders,gas,237439,automatic,rwd,full-size,van,white
okaloosa / walton,22995,2016,honda,0,good,6 cylinders,gas,101976,automatic,fwd,full-size,van,white
okaloosa / walton,24995,2014,chevrolet,1,good,8 cylinders,gas,128010,automatic,4wd,full-size,truck,blue
okaloosa / walton,7995,2006,honda,0,good,4 cylinders,gas,142911,manual,4wd,full-size,SUV,silver
okaloosa / walton,21995,2007,chevrolet,1,good,8 cylinders,gas,221202,automatic,rwd,full-size,truck,white
okaloosa / walton,7500,2005,lexus,0,good,8 cylinders,gas,200687,automatic,4wd,full-size,SUV,white
okaloosa / walton,8999,2012,chevrolet,1,excellent,4 cylinders,gas,88819,automatic,fwd,full-size,SUV,black
okaloosa / walton,9995,2014,kia,0,excellent,4 cylinders,gas,83163,automatic,fwd,mid-size,sedan,black
okaloosa / walton,25995,2015,chevrolet,1,good,8 cylinders,gas,174699,automatic,4wd,full-size,truck,white
okaloosa / walton,9995,2013,ford,1,good,4 cylinders,gas,115067,automatic,fwd,full-size,SUV,grey
okaloosa / walton,13995,2013,gmc,1,good,6 cylinders,gas,193595,automatic,fwd,full-size,SUV,white
okaloosa / walton,8995,2010,ford,1,good,6 cylinders,gas,202338,automatic,fwd,full-size,SUV,black
okaloosa / walton,9995,2003,ford,1,good,8 cylinders,gas,161527,automatic,rwd,mid-size,coupe,white
daytona beach,3999,1999,buick,1,like new,6 cylinders,gas,79652,automatic,fwd,mid-size,sedan,brown
daytona beach,4999,2000,kia,0,excellent,4 cylinders,gas,78526,automatic,fwd,compact,SUV,purple
daytona beach,7999,2006,ford,1,excellent,8 cylinders,other,154699,automatic,rwd,full-size,van,white
daytona beach,14800,2006,ram,1,excellent,8 cylinders,gas,180556,automatic,4wd,full-size,pickup,white
daytona beach,1600,2006,mercury,1,good,6 cylinders,gas,198000,automatic,fwd,mid-size,sedan,blue
daytona beach,4500,1994,mercedes-benz,0,good,6 cylinders,gas,186386,automatic,fwd,compact,convertible,white
daytona beach,10300,2013,mazda,0,excellent,6 cylinders,gas,77911,automatic,fwd,mid-size,SUV,grey
daytona beach,12999,2001,chevrolet,1,like new,8 cylinders,gas,169352,automatic,rwd,full-size,truck,black
daytona beach,103999,2016,mercedes-benz,0,excellent,12 cylinders,gas,34232,automatic,4wd,full-size,SUV,white
daytona beach,37999,2018,chevrolet,1,excellent,8 cylinders,gas,20316,automatic,rwd,mid-size,coupe,black
daytona beach,25999,2019,dodge,1,excellent,6 cylinders,gas,17560,automatic,rwd,mid-size,coupe,black
daytona beach,17999,2012,nissan,0,excellent,8 cylinders,gas,43099,automatic,rwd,full-size,SUV,black
daytona beach,7995,2011,subaru,0,excellent,4 cylinders,gas,130320,automatic,4wd,full-size,sedan,grey
daytona beach,7095,2010,subaru,0,excellent,4 cylinders,gas,142992,automatic,fwd,full-size,sedan,grey
daytona beach,6395,2011,chevrolet,1,excellent,4 cylinders,gas,95583,automatic,fwd,full-size,SUV,white
daytona beach,5695,2010,mazda,0,excellent,4 cylinders,gas,116873,automatic,fwd,mid-size,sedan,white
daytona beach,7995,2011,kia,0,excellent,4 cylinders,gas,141135,automatic,fwd,full-size,sedan,silver
daytona beach,6295,2006,mazda,0,excellent,6 cylinders,gas,126158,automatic,fwd,full-size,sedan,silver
daytona beach,1955,2004,kia,0,excellent,4 cylinders,gas,107792,automatic,fwd,compact,sedan,silver
daytona beach,1900,2001,gmc,1,good,6 cylinders,gas,120000,automatic,rwd,full-size,SUV,blue
daytona beach,46500,2016,chevrolet,1,excellent,8 cylinders,gas,16536,automatic,rwd,full-size,SUV,brown
daytona beach,6995,2011,mini,0,excellent,4 cylinders,gas,86351,manual,fwd,compact,coupe,orange
daytona beach,4295,2008,honda,0,good,4 cylinders,gas,100854,manual,fwd,compact,coupe,blue
daytona beach,6495,2009,honda,0,excellent,4 cylinders,gas,125825,automatic,fwd,mid-size,sedan,red
daytona beach,15999,2006,gmc,1,excellent,8 cylinders,gas,65428,automatic,rwd,full-size,pickup,blue
daytona beach,3600,1992,lexus,0,good,6 cylinders,gas,113000,automatic,rwd,mid-size,coupe,black
daytona beach,2500,1999,lexus,0,fair,8 cylinders,gas,140000,automatic,fwd,full-size,sedan,silver
daytona beach,13900,2005,chevrolet,1,good,8 cylinders,diesel,191793,automatic,4wd,full-size,pickup,white
daytona beach,7999,2011,ford,1,good,8 cylinders,gas,201197,automatic,fwd,full-size,bus,white
daytona beach,37999,2011,ford,1,excellent,8 cylinders,diesel,69123,automatic,rwd,full-size,truck,black
daytona beach,3000,2006,kia,0,good,6 cylinders,gas,117000,automatic,rwd,mid-size,SUV,green
daytona beach,3200,2003,toyota,0,good,4 cylinders,gas,275000,automatic,fwd,compact,hatchback,black
daytona beach,17999,2015,subaru,0,excellent,4 cylinders,gas,62009,manual,rwd,mid-size,coupe,silver
daytona beach,16999,2015,chevrolet,1,excellent,6 cylinders,gas,40274,other,rwd,mid-size,coupe,red
daytona beach,41999,2016,cadillac,1,excellent,8 cylinders,gas,41665,automatic,4wd,full-size,SUV,black
daytona beach,3000,2007,pontiac,1,good,6 cylinders,gas,201400,automatic,fwd,mid-size,coupe,blue
daytona beach,22995,2010,gmc,1,good,8 cylinders,gas,122686,automatic,rwd,full-size,van,white
daytona beach,18995,2007,honda,0,good,6 cylinders,gas,41966,automatic,fwd,full-size,van,blue
florida keys,500,2006,volkswagen,0,fair,4 cylinders,gas,113000,automatic,fwd,compact,hatchback,yellow
florida keys,22000,2012,bmw,0,like new,6 cylinders,gas,1200,automatic,rwd,mid-size,SUV,brown
ft myers / SW florida,6900,2006,nissan,0,excellent,6 cylinders,gas,122000,automatic,rwd,mid-size,SUV,yellow
ft myers / SW florida,14800,2006,ram,1,excellent,8 cylinders,gas,180556,automatic,4wd,full-size,pickup,white
ft myers / SW florida,10500,2007,lexus,0,excellent,8 cylinders,gas,151000,automatic,rwd,full-size,sedan,silver
ft myers / SW florida,24900,2016,acura,0,excellent,6 cylinders,gas,52394,automatic,fwd,mid-size,SUV,silver
ft myers / SW florida,15900,2014,mini,0,excellent,4 cylinders,gas,30244,manual,fwd,sub-compact,hatchback,silver
ft myers / SW florida,12990,2010,nissan,0,excellent,8 cylinders,gas,91262,automatic,rwd,full-size,pickup,silver
ft myers / SW florida,11990,2011,honda,0,excellent,6 cylinders,gas,105311,automatic,fwd,full-size,SUV,blue
ft myers / SW florida,4500,2003,dodge,1,excellent,8 cylinders,gas,144679,automatic,rwd,full-size,SUV,blue
ft myers / SW florida,14998,2016,chevrolet,1,like new,4 cylinders,gas,38930,automatic,fwd,compact,SUV,blue
ft myers / SW florida,16398,2016,nissan,0,like new,6 cylinders,gas,70414,automatic,fwd,mid-size,SUV,blue
ft myers / SW florida,15798,2015,jeep,1,like new,4 cylinders,gas,63342,automatic,4wd,compact,SUV,white
ft myers / SW florida,25000,1935,ford,1,excellent,8 cylinders,gas,10000,automatic,rwd,mid-size,pickup,blue
ft myers / SW florida,17900,2014,cadillac,1,like new,6 cylinders,gas,43000,automatic,fwd,full-size,sedan,silver
ft myers / SW florida,3200,2008,pontiac,1,good,6 cylinders,gas,133000,automatic,fwd,full-size,sedan,brown
ft myers / SW florida,14900,2010,volkswagen,0,excellent,4 cylinders,gas,44637,automatic,fwd,sub-compact,convertible,blue
ft myers / SW florida,5950,2009,toyota,0,excellent,4 cylinders,gas,92800,automatic,fwd,mid-size,sedan,custom
ft myers / SW florida,6950,2005,lexus,0,excellent,6 cylinders,gas,101000,automatic,fwd,mid-size,sedan,black
ft myers / SW florida,5000,2003,chevrolet,1,good,8 cylinders,gas,226000,automatic,4wd,full-size,pickup,red
ft myers / SW florida,3000,2008,lincoln,1,good,6 cylinders,gas,127000,automatic,fwd,mid-size,sedan,black
ft myers / SW florida,16000,2006,chevrolet,1,good,8 cylinders,diesel,130000,automatic,rwd,full-size,truck,white
ft myers / SW florida,1000,2007,ford,1,fair,6 cylinders,gas,230000,automatic,fwd,full-size,SUV,black
ft myers / SW florida,17800,2012,ford,1,excellent,8 cylinders,diesel,266538,automatic,4wd,full-size,truck,white
ft myers / SW florida,28000,2011,ford,1,excellent,8 cylinders,diesel,152965,automatic,4wd,full-size,truck,white
ft myers / SW florida,33900,2015,chevrolet,1,excellent,8 cylinders,gas,94990,automatic,4wd,full-size,truck,white
ft myers / SW florida,9495,2017,ford,1,excellent,4 cylinders,gas,50374,automatic,fwd,compact,sedan,white
ft myers / SW florida,11950,2010,honda,0,excellent,6 cylinders,gas,81700,automatic,fwd,full-size,SUV,black
ft myers / SW florida,17900,2018,chevrolet,1,like new,4 cylinders,gas,22000,automatic,fwd,full-size,SUV,silver
ft myers / SW florida,107850,2016,mercedes-benz,0,like new,8 cylinders,gas,21875,automatic,4wd,full-size,SUV,yellow
ft myers / SW florida,4900,2006,chevrolet,1,good,6 cylinders,gas,174841,automatic,4wd,mid-size,SUV,blue
ft myers / SW florida,1700,1994,bmw,0,fair,4 cylinders,gas,183000,automatic,rwd,compact,sedan,white
ft myers / SW florida,10500,2012,toyota,0,excellent,4 cylinders,gas,19900,automatic,fwd,compact,hatchback,silver
ft myers / SW florida,11977,2010,ford,1,good,8 cylinders,gas,119274,automatic,rwd,full-size,van,white
ft myers / SW florida,10977,2012,ford,1,good,8 cylinders,gas,130278,automatic,rwd,full-size,van,white
ft myers / SW florida,38900,2018,ford,1,excellent,6 cylinders,gas,24329,automatic,4wd,mid-size,truck,blue
ft myers / SW florida,5800,2012,volkswagen,0,like new,5 cylinders,gas,98000,automatic,fwd,mid-size,sedan,white
ft myers / SW florida,16798,2015,chevrolet,1,like new,4 cylinders,gas,71318,automatic,rwd,mid-size,truck,white
ft myers / SW florida,25900,2017,audi,0,excellent,4 cylinders,gas,21528,automatic,fwd,compact,SUV,black
ft myers / SW florida,13900,2005,chevrolet,1,good,8 cylinders,diesel,191793,automatic,4wd,full-size,pickup,white
ft myers / SW florida,3950,2003,toyota,0,excellent,4 cylinders,gas,11200,automatic,fwd,mid-size,sedan,silver
ft myers / SW florida,9000,2013,infiniti,0,excellent,6 cylinders,gas,130000,automatic,4wd,full-size,sedan,black
ft myers / SW florida,13000,2013,bmw,0,excellent,4 cylinders,gas,67909,automatic,4wd,mid-size,sedan,blue
ft myers / SW florida,2500,2008,saturn,1,good,6 cylinders,gas,156123,automatic,fwd,sub-compact,SUV,black
ft myers / SW florida,11500,2011,audi,0,excellent,6 cylinders,gas,122500,automatic,4wd,mid-size,SUV,blue
ft myers / SW florida,14998,2017,hyundai,0,like new,4 cylinders,gas,74888,automatic,fwd,mid-size,sedan,red
ft myers / SW florida,12500,2011,toyota,0,excellent,4 cylinders,gas,84000,automatic,fwd,compact,SUV,red
ft myers / SW florida,2000,2003,mercury,1,good,4 cylinders,gas,96538,automatic,fwd,mid-size,wagon,white
ft myers / SW florida,6500,2011,honda,0,good,4 cylinders,gas,81000,automatic,fwd,compact,sedan,blue
ft myers / SW florida,10500,2009,pontiac,1,excellent,8 cylinders,gas,170000,automatic,rwd,full-size,sedan,silver
ft myers / SW florida,5900,1995,lexus,0,excellent,8 cylinders,gas,138000,automatic,rwd,mid-size,coupe,white
ft myers / SW florida,53900,2019,gmc,1,excellent,8 cylinders,gas,23364,automatic,rwd,full-size,SUV,silver
ft myers / SW florida,7900,2002,toyota,0,excellent,6 cylinders,gas,224000,automatic,rwd,mid-size,pickup,silver
ft myers / SW florida,2750,2007,mazda,0,fair,4 cylinders,gas,190000,automatic,fwd,compact,sedan,grey
ft myers / SW florida,75900,2020,cadillac,1,excellent,8 cylinders,gas,8556,automatic,4wd,full-size,SUV,black
ft myers / SW florida,4950,2008,chrysler,1,excellent,6 cylinders,gas,117500,automatic,fwd,mid-size,convertible,red
ft myers / SW florida,5500,2003,mercedes-benz,0,like new,8 cylinders,gas,47843,automatic,rwd,mid-size,sedan,silver
ft myers / SW florida,13500,2007,mercedes-benz,0,like new,8 cylinders,gas,57942,automatic,rwd,full-size,sedan,grey
ft myers / SW florida,8900,2010,acura,0,good,6 cylinders,gas,92000,automatic,fwd,full-size,sedan,red
ft myers / SW florida,6900,1996,chevrolet,1,good,6 cylinders,gas,91450,automatic,rwd,full-size,pickup,blue
gainesville,9600,2012,honda,0,good,4 cylinders,gas,64200,automatic,fwd,compact,coupe,silver
gainesville,2600,2005,saturn,1,good,4 cylinders,gas,163000,automatic,4wd,mid-size,SUV,silver
gainesville,4500,2001,acura,0,excellent,6 cylinders,gas,123345,automatic,fwd,mid-size,coupe,white
gainesville,4995,2009,kia,0,excellent,4 cylinders,gas,93065,automatic,fwd,mid-size,wagon,white
gainesville,15995,2013,lincoln,1,excellent,8 cylinders,gas,135608,automatic,rwd,full-size,SUV,red
gainesville,9995,2013,mazda,0,excellent,4 cylinders,gas,120970,automatic,fwd,full-size,SUV,black
gainesville,7200,2010,toyota,0,excellent,4 cylinders,gas,90000,automatic,fwd,full-size,sedan,grey
gainesville,19500,2019,jeep,1,like new,4 cylinders,gas,17400,automatic,4wd,mid-size,SUV,black
heartland florida,14800,2006,ram,1,excellent,8 cylinders,gas,180556,automatic,4wd,full-size,pickup,white
heartland florida,6500,1974,volkswagen,0,good,4 cylinders,gas,88000,manual,rwd,compact,coupe,blue
heartland florida,7800,2005,lexus,0,excellent,8 cylinders,gas,165000,automatic,rwd,full-size,sedan,black
heartland florida,13900,2005,chevrolet,1,good,8 cylinders,diesel,191793,automatic,4wd,full-size,pickup,white
jacksonville,28950,2014,chevrolet,1,excellent,8 cylinders,gas,85383,automatic,4wd,full-size,truck,black
jacksonville,34950,2019,chevrolet,1,excellent,8 cylinders,gas,42125,automatic,4wd,full-size,truck,white
jacksonville,17395,2011,ram,1,excellent,8 cylinders,gas,102108,automatic,4wd,full-size,truck,brown
jacksonville,30950,2014,chevrolet,1,excellent,8 cylinders,gas,118200,automatic,4wd,full-size,truck,silver
jacksonville,14450,2008,chevrolet,1,good,8 cylinders,gas,158000,automatic,4wd,full-size,truck,white
jacksonville,38450,2018,chevrolet,1,excellent,8 cylinders,gas,32364,automatic,4wd,full-size,truck,brown
jacksonville,3000,2005,dodge,1,good,8 cylinders,gas,202000,automatic,fwd,full-size,SUV,black
jacksonville,8500,2014,kia,0,excellent,4 cylinders,gas,112000,automatic,4wd,mid-size,SUV,silver
jacksonville,7900,2008,ram,1,like new,8 cylinders,gas,138000,automatic,rwd,full-size,truck,black
jacksonville,2500,2005,chrysler,1,good,4 cylinders,gas,159000,automatic,fwd,mid-size,convertible,brown
jacksonville,2500,2000,cadillac,1,excellent,8 cylinders,gas,154000,automatic,fwd,full-size,sedan,red
jacksonville,3500,2006,nissan,0,good,4 cylinders,gas,180280,automatic,fwd,full-size,sedan,red
jacksonville,8900,2010,toyota,0,excellent,4 cylinders,hybrid,96128,automatic,fwd,full-size,hatchback,grey
jacksonville,9500,1996,ford,1,excellent,8 cylinders,diesel,234144,manual,rwd,full-size,truck,white
jacksonville,4300,2006,cadillac,1,good,6 cylinders,gas,133200,automatic,rwd,full-size,sedan,grey
jacksonville,52000,2020,chevrolet,1,like new,8 cylinders,gas,4200,automatic,4wd,full-size,truck,grey
jacksonville,20900,2008,ford,1,excellent,8 cylinders,diesel,127724,automatic,4wd,full-size,truck,white
jacksonville,103999,2016,mercedes-benz,0,excellent,12 cylinders,gas,34232,automatic,4wd,full-size,SUV,white
jacksonville,11900,2011,audi,0,excellent,4 cylinders,gas,116030,automatic,4wd,full-size,SUV,blue
