,price,years_old,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,mileage
2275,7500,7.0,normal,excellent,4 cylinders,gas,53407.0,clean,manual,fwd,compact,hatchback,red,very-high
2276,13990,7.0,luxury,excellent,4 cylinders,gas,94476.0,clean,automatic,rwd,compact,sedan,grey,very-high
2277,8990,13.0,luxury,excellent,8 cylinders,gas,181428.0,clean,automatic,rwd,full-size,SUV,black,very-high
2278,9890,3.0,normal,excellent,4 cylinders,gas,48453.0,clean,automatic,fwd,compact,sedan,white,high
2279,79800,0.0,luxury,like new,8 cylinders,gas,3345.0,clean,automatic,4wd,full-size,SUV,white,low
2280,2750,13.0,normal,good,4 cylinders,gas,179000.0,clean,automatic,fwd,compact,sedan,blue,very-high
2281,3500,10.0,normal,good,4 cylinders,gas,60000.0,clean,automatic,fwd,compact,sedan,silver,very-high
2282,0,12.0,normal,good,8 cylinders,gas,142400.0,clean,automatic,rwd,full-size,truck,red,very-high
2283,2000,17.0,normal,excellent,6 cylinders,gas,104000.0,clean,automatic,fwd,mid-size,convertible,white,very-high
2284,5495,15.0,normal,excellent,6 cylinders,gas,146768.0,clean,automatic,rwd,mid-size,SUV,blue,very-high
2285,10990,10.0,normal,excellent,8 cylinders,gas,141050.0,clean,automatic,rwd,full-size,SUV,black,very-high
2286,23495,3.0,normal,excellent,4 cylinders,gas,33934.0,clean,automatic,rwd,mid-size,coupe,grey,high
2287,21999,7.0,normal,excellent,8 cylinders,gas,62014.0,clean,automatic,rwd,full-size,truck,silver,very-high
2288,0,6.0,normal,good,4 cylinders,gas,72000.0,clean,automatic,fwd,mid-size,sedan,black,very-high
2289,17995,1.0,normal,excellent,4 cylinders,gas,25271.0,clean,automatic,fwd,full-size,sedan,black,high
2290,0,3.0,normal,like new,4 cylinders,gas,20696.0,clean,automatic,fwd,full-size,sedan,black,high
2291,14995,1.0,normal,like new,4 cylinders,gas,8904.0,clean,automatic,fwd,compact,sedan,silver,average
2292,14999,13.0,luxury,good,8 cylinders,gas,79900.0,clean,automatic,rwd,full-size,coupe,black,very-high
2293,26000,1.0,normal,like new,4 cylinders,gas,19388.0,clean,automatic,fwd,full-size,SUV,black,high
2294,1700,18.0,normal,good,6 cylinders,gas,200000.0,clean,automatic,rwd,mid-size,SUV,custom,very-high
2295,11890,6.0,normal,like new,6 cylinders,gas,113815.0,clean,automatic,fwd,full-size,SUV,silver,very-high
2296,11958,7.0,normal,like new,4 cylinders,gas,134405.0,clean,automatic,fwd,full-size,SUV,grey,very-high
2297,16894,3.0,normal,like new,4 cylinders,gas,35814.0,clean,automatic,fwd,full-size,SUV,grey,high
2298,30548,2.0,normal,like new,4 cylinders,gas,28467.0,clean,automatic,rwd,full-size,truck,silver,high
2299,22387,4.0,normal,like new,6 cylinders,gas,58299.0,clean,automatic,fwd,full-size,SUV,green,very-high
2300,21587,4.0,normal,like new,6 cylinders,gas,46549.0,clean,automatic,fwd,full-size,van,blue,high
2301,11890,6.0,normal,like new,6 cylinders,gas,113815.0,clean,automatic,fwd,full-size,SUV,silver,very-high
2302,11958,7.0,normal,like new,4 cylinders,gas,134405.0,clean,automatic,fwd,full-size,SUV,grey,very-high
2303,16894,3.0,normal,like new,4 cylinders,gas,35814.0,clean,automatic,fwd,full-size,SUV,grey,high
2304,30548,2.0,normal,like new,4 cylinders,gas,28467.0,clean,automatic,rwd,full-size,truck,silver,high
2305,20990,5.0,normal,excellent,8 cylinders,gas,123080.0,clean,automatic,rwd,full-size,pickup,white,very-high
2306,20990,3.0,normal,excellent,8 cylinders,gas,59939.0,clean,automatic,rwd,full-size,pickup,white,very-high
2307,17990,3.0,normal,excellent,6 cylinders,gas,75064.0,clean,automatic,fwd,full-size,SUV,blue,very-high
2308,33990,4.0,normal,excellent,8 cylinders,gas,107533.0,clean,automatic,rwd,full-size,SUV,white,very-high
2309,15990,6.0,luxury,excellent,4 cylinders,gas,58703.0,clean,automatic,rwd,full-size,sedan,white,very-high
2310,5800,19.0,normal,excellent,8 cylinders,gas,148000.0,clean,automatic,rwd,full-size,SUV,black,very-high
2311,22990,4.0,luxury,excellent,4 cylinders,gas,58297.0,clean,automatic,rwd,full-size,sedan,white,very-high
2312,29990,3.0,luxury,excellent,4 cylinders,gas,33100.0,clean,automatic,rwd,full-size,SUV,silver,high
2313,17990,6.0,luxury,excellent,6 cylinders,gas,117862.0,clean,automatic,4wd,full-size,SUV,black,very-high
2314,85,8.0,normal,good,6 cylinders,gas,144172.0,clean,automatic,fwd,full-size,mini-van,black,very-high
2315,85,14.0,normal,good,8 cylinders,gas,109777.0,clean,automatic,rwd,full-size,coupe,red,very-high
2316,85,5.0,normal,good,4 cylinders,gas,146315.0,clean,automatic,fwd,mid-size,sedan,grey,very-high
2317,85,12.0,normal,good,4 cylinders,gas,122712.0,clean,automatic,fwd,mid-size,wagon,black,very-high
2318,85,11.0,normal,good,6 cylinders,gas,134182.0,clean,automatic,rwd,mid-size,SUV,silver,very-high
2319,85,9.0,normal,good,4 cylinders,gas,122888.0,clean,automatic,fwd,full-size,SUV,black,very-high
2320,85,12.0,normal,good,6 cylinders,gas,142596.0,clean,automatic,fwd,full-size,SUV,black,very-high
2321,85,4.0,normal,good,4 cylinders,gas,94365.0,clean,automatic,fwd,mid-size,hatchback,white,very-high
2322,16990,5.0,normal,excellent,6 cylinders,gas,69252.0,clean,automatic,rwd,mid-size,coupe,grey,very-high
2323,4800,14.0,normal,good,6 cylinders,gas,299552.0,clean,automatic,4wd,full-size,pickup,white,very-high
2324,6500,13.0,normal,excellent,6 cylinders,gas,160000.0,clean,manual,rwd,full-size,truck,silver,very-high
2325,15999,7.0,normal,excellent,8 cylinders,gas,114000.0,clean,automatic,rwd,full-size,truck,silver,very-high
2326,6500,25.0,normal,excellent,4 cylinders,gas,19000.0,clean,manual,4wd,full-size,SUV,white,high
2327,5999,15.0,luxury,like new,6 cylinders,gas,14000.0,clean,automatic,4wd,mid-size,SUV,white,average
2328,14000,13.0,normal,excellent,8 cylinders,gas,147000.0,clean,automatic,rwd,full-size,SUV,white,very-high
2329,3200,15.0,normal,good,8 cylinders,gas,200000.0,clean,automatic,rwd,full-size,pickup,white,very-high
2330,22990,4.0,normal,excellent,6 cylinders,diesel,95564.0,clean,automatic,rwd,full-size,pickup,black,very-high
2331,59990,3.0,normal,excellent,8 cylinders,diesel,71012.0,clean,automatic,4wd,full-size,pickup,grey,very-high
2332,1,6.0,normal,excellent,10 cylinders,gas,43688.0,clean,other,4wd,mid-size,coupe,green,high
2333,1,5.0,normal,excellent,8 cylinders,gas,86085.0,clean,automatic,4wd,full-size,truck,custom,very-high
2334,1,6.0,normal,excellent,6 cylinders,gas,91788.0,clean,automatic,4wd,full-size,truck,silver,very-high
2335,1,5.0,normal,excellent,6 cylinders,gas,45244.0,clean,automatic,4wd,mid-size,coupe,black,high
2336,1,2.0,normal,excellent,8 cylinders,gas,86243.0,clean,automatic,4wd,full-size,truck,white,very-high
2337,1,5.0,luxury,excellent,10 cylinders,gas,63600.0,clean,other,4wd,compact,sedan,white,very-high
2338,1,2.0,normal,excellent,8 cylinders,gas,45508.0,clean,automatic,4wd,full-size,truck,black,high
2339,0,13.0,normal,excellent,6 cylinders,gas,178248.0,clean,automatic,rwd,full-size,SUV,orange,very-high
2340,38000,12.0,normal,like new,8 cylinders,gas,21000.0,clean,manual,rwd,full-size,convertible,black,high
2341,1600,19.0,normal,good,6 cylinders,gas,160000.0,clean,automatic,fwd,full-size,truck,white,very-high
2342,9000,34.0,luxury,excellent,6 cylinders,diesel,170000.0,clean,automatic,rwd,full-size,sedan,blue,very-high
2343,4800,8.0,normal,good,4 cylinders,gas,141000.0,clean,automatic,fwd,mid-size,sedan,silver,very-high
2344,14999,8.0,luxury,like new,8 cylinders,gas,63000.0,clean,automatic,fwd,full-size,sedan,silver,very-high
2345,2500,14.0,normal,excellent,4 cylinders,gas,128277.0,clean,automatic,fwd,compact,hatchback,silver,very-high
2346,12000,10.0,normal,excellent,8 cylinders,gas,78000.0,clean,automatic,4wd,full-size,truck,white,very-high
2347,20990,3.0,normal,excellent,6 cylinders,gas,36176.0,clean,automatic,fwd,full-size,sedan,white,high
2348,5000,7.0,normal,good,8 cylinders,gas,113000.0,clean,automatic,rwd,full-size,truck,silver,very-high
2349,32500,50.0,normal,excellent,8 cylinders,gas,1000.0,clean,manual,rwd,full-size,pickup,red,low
2350,4500,6.0,normal,fair,4 cylinders,gas,119200.0,clean,automatic,fwd,mid-size,sedan,red,very-high
2351,0,8.0,normal,like new,6 cylinders,gas,132062.0,clean,automatic,fwd,full-size,SUV,custom,very-high
2352,12500,12.0,normal,like new,8 cylinders,gas,184854.0,rebuilt,automatic,fwd,full-size,pickup,white,very-high
2353,15900,12.0,normal,good,8 cylinders,gas,140000.0,clean,automatic,4wd,full-size,truck,brown,very-high
2354,11999,6.0,normal,excellent,4 cylinders,gas,92142.0,clean,automatic,fwd,full-size,sedan,blue,very-high
2355,2000,15.0,normal,good,8 cylinders,gas,170000.0,clean,automatic,rwd,full-size,truck,red,very-high
2356,0,12.0,normal,excellent,6 cylinders,gas,206927.0,clean,automatic,rwd,mid-size,pickup,white,very-high
2357,3400,20.0,luxury,excellent,6 cylinders,gas,183088.0,clean,automatic,4wd,full-size,SUV,black,very-high
2358,5400,13.0,luxury,excellent,6 cylinders,gas,165200.0,clean,automatic,4wd,full-size,SUV,silver,very-high
2359,3400,17.0,normal,excellent,6 cylinders,gas,156988.0,clean,automatic,rwd,full-size,SUV,white,very-high
2360,3500,31.0,normal,good,8 cylinders,gas,200000.0,clean,automatic,rwd,full-size,pickup,blue,very-high
2361,4900,9.0,normal,excellent,4 cylinders,gas,162000.0,clean,automatic,fwd,full-size,sedan,black,very-high
2362,10999,7.0,normal,excellent,4 cylinders,gas,90522.0,clean,automatic,fwd,mid-size,SUV,grey,very-high
2363,29900,5.0,normal,excellent,6 cylinders,gas,48000.0,clean,automatic,fwd,full-size,mini-van,red,high
2364,4500,13.0,normal,excellent,6 cylinders,gas,141000.0,clean,automatic,fwd,mid-size,sedan,custom,very-high
2365,25999,1.0,normal,excellent,6 cylinders,gas,15710.0,clean,automatic,rwd,mid-size,coupe,purple,high
2366,37999,2.0,normal,excellent,8 cylinders,gas,20316.0,clean,automatic,rwd,mid-size,coupe,black,high
2367,25999,1.0,normal,excellent,6 cylinders,gas,17560.0,clean,automatic,rwd,mid-size,coupe,black,high
2368,10999,7.0,normal,excellent,5 cylinders,gas,68957.0,clean,automatic,fwd,full-size,sedan,silver,very-high
2369,0,11.0,normal,excellent,4 cylinders,gas,69543.0,clean,automatic,fwd,mid-size,sedan,white,very-high
2370,9500,15.0,normal,good,8 cylinders,diesel,234000.0,clean,automatic,4wd,full-size,truck,green,very-high
2371,6845,14.0,normal,good,6 cylinders,gas,42900.0,clean,automatic,fwd,mid-size,sedan,white,high
2372,4200,15.0,normal,excellent,6 cylinders,gas,170000.0,clean,automatic,4wd,mid-size,SUV,green,very-high
2373,5500,15.0,normal,good,8 cylinders,gas,164000.0,clean,automatic,rwd,full-size,SUV,grey,very-high
2374,13999,5.0,normal,excellent,4 cylinders,gas,62927.0,clean,automatic,fwd,full-size,SUV,red,very-high
2375,1,5.0,normal,excellent,8 cylinders,gas,86085.0,clean,automatic,4wd,full-size,truck,custom,very-high
2376,1,4.0,normal,excellent,6 cylinders,gas,20646.0,clean,automatic,4wd,full-size,truck,black,high
2377,1,2.0,normal,excellent,6 cylinders,diesel,53172.0,clean,automatic,4wd,full-size,truck,silver,very-high
2378,1,2.0,normal,excellent,8 cylinders,gas,86243.0,clean,automatic,4wd,full-size,truck,white,very-high
2379,1,3.0,normal,excellent,6 cylinders,gas,42255.0,clean,automatic,rwd,mid-size,coupe,red,high
2380,1,4.0,normal,excellent,10 cylinders,gas,59670.0,clean,other,4wd,full-size,truck,custom,very-high
2381,1,2.0,normal,excellent,8 cylinders,gas,45508.0,clean,automatic,4wd,full-size,truck,black,high
2382,15990,5.0,normal,excellent,4 cylinders,gas,86790.0,clean,automatic,fwd,full-size,SUV,grey,very-high
2383,0,11.0,normal,like new,4 cylinders,gas,122921.0,clean,automatic,fwd,mid-size,SUV,red,very-high
2384,23995,7.0,normal,excellent,8 cylinders,gas,71433.0,clean,automatic,4wd,full-size,truck,black,very-high
2385,4300,14.0,luxury,good,6 cylinders,gas,131080.0,clean,automatic,4wd,full-size,coupe,white,very-high
2386,12999,3.0,normal,excellent,4 cylinders,gas,19656.0,clean,automatic,fwd,compact,sedan,grey,high
2387,14999,4.0,normal,excellent,4 cylinders,gas,42124.0,clean,automatic,fwd,full-size,SUV,red,high
2388,14999,4.0,normal,excellent,4 cylinders,gas,50327.0,clean,automatic,fwd,full-size,SUV,silver,very-high
2389,5999,21.0,luxury,good,8 cylinders,gas,169674.0,clean,automatic,rwd,mid-size,coupe,black,very-high
2390,10999,7.0,normal,excellent,4 cylinders,gas,46088.0,clean,automatic,fwd,mid-size,sedan,black,high
2391,17999,3.0,normal,excellent,6 cylinders,gas,51810.0,clean,automatic,fwd,full-size,SUV,black,very-high
2392,12999,1.0,normal,excellent,4 cylinders,gas,30304.0,clean,automatic,fwd,compact,sedan,black,high
2393,22999,8.0,normal,excellent,4 cylinders,gas,69575.0,clean,automatic,4wd,mid-size,SUV,white,very-high
2394,22990,4.0,luxury,excellent,4 cylinders,gas,58297.0,clean,automatic,rwd,full-size,sedan,white,very-high
2395,29990,3.0,luxury,excellent,4 cylinders,gas,33100.0,clean,automatic,rwd,full-size,SUV,silver,high
2396,17999,4.0,normal,excellent,4 cylinders,gas,62877.0,clean,automatic,fwd,mid-size,sedan,white,very-high
2397,0,17.0,normal,good,8 cylinders,gas,213794.0,clean,automatic,rwd,full-size,pickup,green,very-high
2398,16990,2.0,normal,like new,4 cylinders,gas,35812.0,clean,automatic,4wd,compact,SUV,black,high
2399,12895,5.0,normal,excellent,4 cylinders,gas,110000.0,clean,automatic,fwd,compact,hatchback,white,very-high
2400,10995,7.0,normal,excellent,4 cylinders,gas,60756.0,clean,automatic,fwd,full-size,SUV,black,very-high
2401,10995,7.0,normal,excellent,4 cylinders,gas,83566.0,clean,automatic,fwd,mid-size,SUV,black,very-high
2402,6995,9.0,normal,excellent,4 cylinders,gas,116538.0,clean,automatic,fwd,compact,sedan,black,very-high
2403,2000,12.0,normal,fair,6 cylinders,gas,151538.0,clean,automatic,fwd,full-size,sedan,blue,very-high
2404,14500,9.0,luxury,excellent,6 cylinders,gas,88350.0,clean,automatic,rwd,mid-size,sedan,grey,very-high
2405,15995,9.0,normal,good,8 cylinders,gas,38539.0,clean,automatic,rwd,full-size,van,white,high
2406,10995,7.0,normal,good,6 cylinders,gas,112660.0,clean,automatic,fwd,full-size,SUV,silver,very-high
2407,18995,8.0,normal,good,6 cylinders,gas,114733.0,clean,automatic,fwd,full-size,van,grey,very-high
2408,6995,15.0,normal,good,8 cylinders,gas,307053.0,clean,automatic,rwd,full-size,SUV,custom,very-high
2409,23995,1.0,normal,good,4 cylinders,gas,32448.0,clean,automatic,fwd,full-size,van,grey,high
2410,11900,15.0,luxury,excellent,6 cylinders,gas,29700.0,clean,automatic,fwd,full-size,sedan,blue,high
2411,6995,15.0,normal,excellent,8 cylinders,gas,84692.0,clean,automatic,rwd,full-size,sedan,silver,very-high
2412,8900,14.0,luxury,excellent,8 cylinders,gas,36950.0,clean,automatic,rwd,full-size,sedan,black,high
2413,3900,13.0,normal,good,6 cylinders,gas,140000.0,clean,automatic,fwd,full-size,sedan,grey,very-high
2414,17500,7.0,normal,like new,6 cylinders,gas,52985.0,clean,automatic,fwd,full-size,other,silver,very-high
2415,25995,6.0,normal,good,8 cylinders,gas,181898.0,clean,automatic,4wd,full-size,truck,white,very-high
2416,16495,8.0,luxury,good,6 cylinders,gas,237439.0,clean,automatic,rwd,full-size,van,white,very-high
2417,22995,4.0,normal,good,6 cylinders,gas,101976.0,clean,automatic,fwd,full-size,van,white,very-high
2418,24995,6.0,normal,good,8 cylinders,gas,128010.0,clean,automatic,4wd,full-size,truck,blue,very-high
2419,7995,14.0,normal,good,4 cylinders,gas,142911.0,clean,manual,4wd,full-size,SUV,silver,very-high
2420,21995,13.0,normal,good,8 cylinders,gas,221202.0,clean,automatic,rwd,full-size,truck,white,very-high
2421,7500,15.0,luxury,good,8 cylinders,gas,200687.0,clean,automatic,4wd,full-size,SUV,white,very-high
2422,8999,8.0,normal,excellent,4 cylinders,gas,88819.0,clean,automatic,fwd,full-size,SUV,black,very-high
2423,9995,6.0,normal,excellent,4 cylinders,gas,83163.0,clean,automatic,fwd,mid-size,sedan,black,very-high
2424,25995,5.0,normal,good,8 cylinders,gas,174699.0,clean,automatic,4wd,full-size,truck,white,very-high
2425,9995,7.0,normal,good,4 cylinders,gas,115067.0,clean,automatic,fwd,full-size,SUV,grey,very-high
2426,13995,7.0,normal,good,6 cylinders,gas,193595.0,clean,automatic,fwd,full-size,SUV,white,very-high
2427,8995,10.0,normal,good,6 cylinders,gas,202338.0,clean,automatic,fwd,full-size,SUV,black,very-high
2428,9995,17.0,normal,good,8 cylinders,gas,161527.0,clean,automatic,rwd,mid-size,coupe,white,very-high
2429,3999,21.0,normal,like new,6 cylinders,gas,79652.0,clean,automatic,fwd,mid-size,sedan,brown,very-high
2430,3955,13.0,normal,excellent,4 cylinders,gas,114.0,clean,automatic,fwd,sub-compact,sedan,blue,low
2431,4999,20.0,normal,excellent,4 cylinders,gas,78526.0,clean,automatic,fwd,compact,SUV,purple,very-high
2432,7999,14.0,normal,excellent,8 cylinders,other,154699.0,clean,automatic,rwd,full-size,van,white,very-high
2433,14800,14.0,normal,excellent,8 cylinders,gas,180556.0,clean,automatic,4wd,full-size,pickup,white,very-high
2434,1600,14.0,normal,good,6 cylinders,gas,198000.0,clean,automatic,fwd,mid-size,sedan,blue,very-high
2435,4500,26.0,luxury,good,6 cylinders,gas,186386.0,clean,automatic,fwd,compact,convertible,white,very-high
2436,49800,2.0,normal,new,6 cylinders,diesel,100.0,clean,automatic,4wd,full-size,truck,white,low
2437,10300,7.0,normal,excellent,6 cylinders,gas,77911.0,clean,automatic,fwd,mid-size,SUV,grey,very-high
2438,12999,19.0,normal,like new,8 cylinders,gas,169352.0,clean,automatic,rwd,full-size,truck,black,very-high
2439,103999,4.0,luxury,excellent,12 cylinders,gas,34232.0,clean,automatic,4wd,full-size,SUV,white,high
2440,37999,2.0,normal,excellent,8 cylinders,gas,20316.0,clean,automatic,rwd,mid-size,coupe,black,high
2441,25999,1.0,normal,excellent,6 cylinders,gas,17560.0,clean,automatic,rwd,mid-size,coupe,black,high
2442,17999,8.0,normal,excellent,8 cylinders,gas,43099.0,clean,automatic,rwd,full-size,SUV,black,high
2443,7995,9.0,normal,excellent,4 cylinders,gas,130320.0,clean,automatic,4wd,full-size,sedan,grey,very-high
2444,7095,10.0,normal,excellent,4 cylinders,gas,142992.0,clean,automatic,fwd,full-size,sedan,grey,very-high
2445,6395,9.0,normal,excellent,4 cylinders,gas,95583.0,clean,automatic,fwd,full-size,SUV,white,very-high
2446,5695,10.0,normal,excellent,4 cylinders,gas,116873.0,clean,automatic,fwd,mid-size,sedan,white,very-high
2447,7995,9.0,normal,excellent,4 cylinders,gas,141135.0,clean,automatic,fwd,full-size,sedan,silver,very-high
2448,6295,14.0,normal,excellent,6 cylinders,gas,126158.0,clean,automatic,fwd,full-size,sedan,silver,very-high
2449,1955,16.0,normal,excellent,4 cylinders,gas,107792.0,clean,automatic,fwd,compact,sedan,silver,very-high
2450,1900,19.0,normal,good,6 cylinders,gas,120000.0,clean,automatic,rwd,full-size,SUV,blue,very-high
2451,46500,4.0,normal,excellent,8 cylinders,gas,16536.0,clean,automatic,rwd,full-size,SUV,brown,high
2452,6995,9.0,normal,excellent,4 cylinders,gas,86351.0,clean,manual,fwd,compact,coupe,orange,very-high
2453,4295,12.0,normal,good,4 cylinders,gas,100854.0,clean,manual,fwd,compact,coupe,blue,very-high
2454,6495,11.0,normal,excellent,4 cylinders,gas,125825.0,clean,automatic,fwd,mid-size,sedan,red,very-high
2455,15999,14.0,normal,excellent,8 cylinders,gas,65428.0,clean,automatic,rwd,full-size,pickup,blue,very-high
2456,3600,28.0,luxury,good,6 cylinders,gas,113000.0,clean,automatic,rwd,mid-size,coupe,black,very-high
2457,1,5.0,normal,excellent,4 cylinders,gas,70003.0,clean,manual,rwd,compact,sedan,red,very-high
2458,1,5.0,luxury,excellent,4 cylinders,gas,45289.0,clean,automatic,rwd,compact,sedan,black,high
2459,1,3.0,normal,excellent,6 cylinders,gas,42255.0,clean,automatic,rwd,mid-size,coupe,red,high
2460,1,2.0,normal,excellent,6 cylinders,diesel,53172.0,clean,automatic,4wd,full-size,truck,silver,very-high
2461,1,3.0,normal,excellent,8 cylinders,gas,89177.0,clean,automatic,rwd,full-size,truck,silver,very-high
2462,1,3.0,normal,excellent,10 cylinders,gas,44048.0,clean,other,4wd,full-size,SUV,custom,high
2463,1,2.0,normal,excellent,10 cylinders,gas,32898.0,clean,other,4wd,mid-size,coupe,purple,high
2464,1,5.0,normal,excellent,10 cylinders,gas,70225.0,clean,other,4wd,mid-size,coupe,blue,very-high
2465,2500,21.0,luxury,fair,8 cylinders,gas,140000.0,clean,automatic,fwd,full-size,sedan,silver,very-high
2466,13900,15.0,normal,good,8 cylinders,diesel,191793.0,clean,automatic,4wd,full-size,pickup,white,very-high
2467,7999,9.0,normal,good,8 cylinders,gas,201197.0,clean,automatic,fwd,full-size,bus,white,very-high
2468,37999,9.0,normal,excellent,8 cylinders,diesel,69123.0,clean,automatic,rwd,full-size,truck,black,very-high
2469,3000,14.0,normal,good,6 cylinders,gas,117000.0,clean,automatic,rwd,mid-size,SUV,green,very-high
2470,3200,17.0,normal,good,4 cylinders,gas,275000.0,clean,automatic,fwd,compact,hatchback,black,very-high
2471,17999,5.0,normal,excellent,4 cylinders,gas,62009.0,clean,manual,rwd,mid-size,coupe,silver,very-high
2472,16999,5.0,normal,excellent,6 cylinders,gas,40274.0,clean,other,rwd,mid-size,coupe,red,high
2473,41999,4.0,luxury,excellent,8 cylinders,gas,41665.0,clean,automatic,4wd,full-size,SUV,black,high
2474,3000,13.0,normal,good,6 cylinders,gas,201400.0,clean,automatic,fwd,mid-size,coupe,blue,very-high
2475,22995,10.0,normal,good,8 cylinders,gas,122686.0,clean,automatic,rwd,full-size,van,white,very-high
2476,18995,13.0,normal,good,6 cylinders,gas,41966.0,clean,automatic,fwd,full-size,van,blue,high
2477,500,14.0,normal,fair,4 cylinders,gas,113000.0,clean,automatic,fwd,compact,hatchback,yellow,very-high
2478,22000,8.0,luxury,like new,6 cylinders,gas,1200.0,clean,automatic,rwd,mid-size,SUV,brown,low
2479,6900,14.0,normal,excellent,6 cylinders,gas,122000.0,clean,automatic,rwd,mid-size,SUV,yellow,very-high
2480,14800,14.0,normal,excellent,8 cylinders,gas,180556.0,clean,automatic,4wd,full-size,pickup,white,very-high
2481,10500,13.0,luxury,excellent,8 cylinders,gas,151000.0,clean,automatic,rwd,full-size,sedan,silver,very-high
2482,24900,4.0,normal,excellent,6 cylinders,gas,52394.0,clean,automatic,fwd,mid-size,SUV,silver,very-high
2483,0,9.0,luxury,excellent,6 cylinders,gas,99249.0,clean,automatic,rwd,mid-size,sedan,white,very-high
2484,15900,6.0,normal,excellent,4 cylinders,gas,30244.0,clean,manual,fwd,sub-compact,hatchback,silver,high
2485,12990,10.0,normal,excellent,8 cylinders,gas,91262.0,clean,automatic,rwd,full-size,pickup,silver,very-high
2486,11990,9.0,normal,excellent,6 cylinders,gas,105311.0,clean,automatic,fwd,full-size,SUV,blue,very-high
2487,4500,17.0,normal,excellent,8 cylinders,gas,144679.0,clean,automatic,rwd,full-size,SUV,blue,very-high
2488,14998,4.0,normal,like new,4 cylinders,gas,38930.0,clean,automatic,fwd,compact,SUV,blue,high
2489,16398,4.0,normal,like new,6 cylinders,gas,70414.0,clean,automatic,fwd,mid-size,SUV,blue,very-high
2490,15798,5.0,normal,like new,4 cylinders,gas,63342.0,clean,automatic,4wd,compact,SUV,white,very-high
2491,25000,85.0,normal,excellent,8 cylinders,gas,10000.0,clean,automatic,rwd,mid-size,pickup,blue,average
2492,17900,6.0,luxury,like new,6 cylinders,gas,43000.0,clean,automatic,fwd,full-size,sedan,silver,high
2493,3200,12.0,normal,good,6 cylinders,gas,133000.0,clean,automatic,fwd,full-size,sedan,brown,very-high
2494,14900,10.0,normal,excellent,4 cylinders,gas,44637.0,clean,automatic,fwd,sub-compact,convertible,blue,high
2495,5950,11.0,normal,excellent,4 cylinders,gas,92800.0,clean,automatic,fwd,mid-size,sedan,custom,very-high
2496,1300,28.0,luxury,fair,8 cylinders,gas,100.0,clean,automatic,4wd,full-size,sedan,white,low
2497,6950,15.0,luxury,excellent,6 cylinders,gas,101000.0,clean,automatic,fwd,mid-size,sedan,black,very-high
2498,5000,17.0,normal,good,8 cylinders,gas,226000.0,clean,automatic,4wd,full-size,pickup,red,very-high
2499,3000,12.0,luxury,good,6 cylinders,gas,127000.0,clean,automatic,fwd,mid-size,sedan,black,very-high
2500,16000,14.0,normal,good,8 cylinders,diesel,130000.0,clean,automatic,rwd,full-size,truck,white,very-high
2501,1000,13.0,normal,fair,6 cylinders,gas,230000.0,rebuilt,automatic,fwd,full-size,SUV,black,very-high
2502,17800,8.0,normal,excellent,8 cylinders,diesel,266538.0,clean,automatic,4wd,full-size,truck,white,very-high
2503,28000,9.0,normal,excellent,8 cylinders,diesel,152965.0,clean,automatic,4wd,full-size,truck,white,very-high
2504,33900,5.0,normal,excellent,8 cylinders,gas,94990.0,clean,automatic,4wd,full-size,truck,white,very-high
2505,9495,3.0,normal,excellent,4 cylinders,gas,50374.0,clean,automatic,fwd,compact,sedan,white,very-high
2506,11950,10.0,normal,excellent,6 cylinders,gas,81700.0,clean,automatic,fwd,full-size,SUV,black,very-high
2507,17900,2.0,normal,like new,4 cylinders,gas,22000.0,clean,automatic,fwd,full-size,SUV,silver,high
2508,107850,4.0,luxury,like new,8 cylinders,gas,21875.0,clean,automatic,4wd,full-size,SUV,yellow,high
2509,4900,14.0,normal,good,6 cylinders,gas,174841.0,clean,automatic,4wd,mid-size,SUV,blue,very-high
2510,1700,26.0,luxury,fair,4 cylinders,gas,183000.0,clean,automatic,rwd,compact,sedan,white,very-high
2511,10500,8.0,normal,excellent,4 cylinders,gas,19900.0,lien,automatic,fwd,compact,hatchback,silver,high
2512,11977,10.0,normal,good,8 cylinders,gas,119274.0,clean,automatic,rwd,full-size,van,white,very-high
2513,10977,8.0,normal,good,8 cylinders,gas,130278.0,clean,automatic,rwd,full-size,van,white,very-high
2514,38900,2.0,normal,excellent,6 cylinders,gas,24329.0,clean,automatic,4wd,mid-size,truck,blue,high
2515,8250,8.0,normal,excellent,4 cylinders,gas,142000.0,clean,automatic,fwd,full-size,SUV,black,very-high
2516,5800,8.0,normal,like new,5 cylinders,gas,98000.0,clean,automatic,fwd,mid-size,sedan,white,very-high
2517,16798,5.0,normal,like new,4 cylinders,gas,71318.0,clean,automatic,rwd,mid-size,truck,white,very-high
2518,25900,3.0,luxury,excellent,4 cylinders,gas,21528.0,clean,automatic,fwd,compact,SUV,black,high
2519,13900,15.0,normal,good,8 cylinders,diesel,191793.0,clean,automatic,4wd,full-size,pickup,white,very-high
2520,3950,17.0,normal,excellent,4 cylinders,gas,11200.0,clean,automatic,fwd,mid-size,sedan,silver,average
2521,9000,7.0,normal,excellent,6 cylinders,gas,130000.0,clean,automatic,4wd,full-size,sedan,black,very-high
2522,13000,7.0,luxury,excellent,4 cylinders,gas,67909.0,lien,automatic,4wd,mid-size,sedan,blue,very-high
